	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
1010	la	la	vous	vous
1011	mine	mine	?	?
1012	aussi	aussi	Des	Des
1013	bien	bien	âmes	âmes
1014	que	que	de	de
1015	le	le	terre	terre
1016	Phénix	Phénix	et	et
1017	,	,	de	de
1018	d	d	boue	boue
1019	’	’	pourraient	pourraient
1020	être	être	s	s
1021	incapable	incapable	’	’
1022	d	d	amuser	amuser
1023	’	’	à	à
1024	engendrer	engendrer	ces	ces
1025	.	.	vétilles	vétilles
1026	Vous	Vous	:	:
1027	n	n	mais	mais
1028	’	’	,	,
1029	êtes	êtes	pour	pour
1030	ni	ni	moi	moi
1031	masculin	masculin	,	,
1032	,	,	je	je
1033	ni	ni	n	n
1034	féminin	féminin	’	’
1035	,	,	écris	écris
1036	mais	mais	que	que
1037	neutre	neutre	sur	sur
1038	:	:	les	les
1039	vous	vous	corps	corps
1040	avez	avez	humains	humains
1041	fait	fait	.	.
1042	de	de	Granger	Granger
1043	votre	votre	Je	Je
1044	Dactyle	Dactyle	le	le
1045	un	un	vois	vois
1046	Trochée	Trochée	bien	bien
1047	,	,	.	.
1048	c	c	C	C
1049	’	’	’	’
1050	est	est	est	est
1051	-	-	peut	peut
1052	à	à	-	-
1053	-	-	être	être
1054	dire	dire	pour	pour
1055	que	que	cela	cela
1056	,	,	que	que
1057	par	par	vous	vous
1058	la	la	aspirez	aspirez
1059	soustraction	soustraction	à	à
1060	d	d	ma	ma
1061	’	’	fille	fille
1062	une	une	.	.
1063	brève	brève	La	La
1064	,	,	première	première
1065	vous	vous	objection	objection
1066	vous	vous	est	est
1067	êtes	êtes	que	que
1068	rendu	rendu	vous	vous
1069	impotent	impotent	êtes	êtes
1070	à	à	Normand	Normand
1071	la	la	:	:
1072	propagation	propagation	«	«
1073	des	des	quasi	quasi
1074	individus	individus	»	»
1075	.	.	venu	venu
1076	Vous	Vous	du	du
1077	êtes	êtes	Nord	Nord
1078	de	de	.	.
1079	ceux	ceux	Jadis	Jadis
1080	dont	dont	le	le
1081	le	le	blason	blason
1082	sexe	sexe	de	de
1083	femelle	femelle	cette	cette
1084	Ne	Ne	Province	Province
1085	peut	peut	était	était
1086	ouïr	ouïr	trois	trois
1087	le	le	Faux	Faux
1088	nominatif	nominatif	.	.
1089	À	À	Je	Je
1090	cause	cause	ne	ne
1091	de	de	veux	veux
1092	leur	leur	point	point
1093	génitif	génitif	de	de
1094	,	,	Faussaires	Faussaires
1095	Et	Et	en	en
1096	souffre	souffre	ma	ma
1097	mieux	mieux	maison	maison
1098	le	le	.	.
1099	vocatif	vocatif	La	La
1100	De	De	seconde	seconde
1101	ceux	ceux	,	,
1102	qui	qui	qui	qui
1103	n	n	m	m
1104	’	’	’	’
1105	ont	ont	est	est
1106	point	point	une	une
1107	de	de	raison	raison
1108	datif	datif	invincible	invincible
1109	,	,	,	,
1110	Que	Que	c	c
1111	de	de	’	’
1112	ceux	ceux	est	est
1113	dont	dont	que	que
1114	l	l	votre	votre
1115	’	’	bourse	bourse
1116	accusatif	accusatif	est	est
1117	Apprend	Apprend	malade	malade
1118	qu	qu	d	d
1119	’	’	’	’
1120	ils	ils	un	un
1121	ont	ont	flux	flux
1122	un	un	dont	dont
1123	ablatif	ablatif	la	la
1124	.	.	mienne	mienne
1125	J	J	appréhende	appréhende
1126	’	’	la	la
1127	entends	entends	contagion	contagion
1128	que	que	.	.
1129	le	le	C	C
1130	diminutif	diminutif	’	’
1131	Qu	Qu	est	est
1132	’	’	pourquoi	pourquoi
1133	on	on	je	je
1134	fit	fit	vous	vous
1135	de	de	conseille	conseille
1136	vrai	vrai	de	de
1137	trop	trop	ne	ne
1138	excessif	excessif	plus	plus
1139	Sur	Sur	approcher	approcher
1140	votre	votre	ma	ma
1141	flasque	flasque	fille	fille
1142	génitif	génitif	.	.
1143	,	,	Châteaufort	Châteaufort
1144	Vous	Vous	Il	Il
1145	prohibe	prohibe	est	est
1146	le	le	vrai	vrai
1147	conjonctif	conjonctif	,	,
1148	.	.	Dieu	Dieu
1149	Donc	Donc	me	me
1150	,	,	damne	damne
1151	puisque	puisque	,	,
1152	vous	vous	que	que
1153	êtes	êtes	votre	votre
1154	passif	passif	fille	fille
1155	,	,	est	est
1156	Et	Et	folle	folle
1157	ne	ne	de	de
1158	pouvez	pouvez	mon	mon
1159	plus	plus	amour	amour
1160	être	être	;	;
1161	actif	actif	mais	mais
1162	,	,	quoi	quoi
1163	Témoin	Témoin	!	!
1164	le	le	c	c
1165	poil	poil	’	’
1166	indicatif	indicatif	est	est
1167	Qui	Qui	mon	mon
1168	m	m	faible	faible
1169	’	’	de	de
1170	en	en	n	n
1171	est	est	’	’
1172	fort	fort	avoir	avoir
1173	persuasif	persuasif	jamais	jamais
1174	,	,	pu	pu
1175	Je	Je	regarder	regarder
1176	vous	vous	une	une
1177	fais	fais	femme	femme
1178	un	un	sans	sans
1179	impératif	impératif	la	la
1180	De	De	blesser	blesser
1181	n	n	.	.
1182	’	’	J	J
1183	avoir	avoir	’	’
1184	jamais	jamais	avais	avais
1185	d	d	de	de
1186	’	’	la	la
1187	optatif	optatif	peine	peine
1188	Pour	Pour	à	à
1189	aucun	aucun	me	me
1190	genre	genre	rendre	rendre
1191	subjonctif	subjonctif	dans	dans
1192	.	.	les	les
1193	De	De	bras	bras
1194	«	«	de	de
1195	nunc	nunc	cette	cette
1196	»	»	passion	passion
1197	jusqu	jusqu	;	;
1198	’	’	mais	mais
1199	à	à	enfin	enfin
1200	l	l	,	,
1201	’	’	je	je
1202	infinitif	infinitif	vainquis	vainquis
1203	,	,	en	en
1204	Ou	Ou	me	me
1205	je	je	vainquant	vainquant
1206	fais	fais	,	,
1207	sur	sur	tout	tout
1208	vous	vous	ce	ce
1209	l	l	qu	qu
1210	’	’	’	’
1211	adjectif	adjectif	il	il
1212	Du	Du	y	y
1213	plus	plus	a	a
1214	effrayant	effrayant	de	de
1215	positif	positif	grand	grand
1216	Qui	Qui	dans	dans
1217	jamais	jamais	le	le
1218	eut	eut	monde	monde
1219	comparatif	comparatif	,	,
1220	:	:	c	c
1221	Et	Et	’	’
1222	si	si	est	est
1223	ce	ce	-	-
1224	rude	rude	à	à
1225	partitif	partitif	-	-
1226	,	,	dire	dire
1227	Dont	Dont	que	que
1228	je	je	je	je
1229	serai	serai	l	l
1230	distributif	distributif	’	’
1231	Et	Et	aimai	aimai
1232	vous	vous	!	!
1233	le	le	Vous	Vous
1234	sujet	sujet	craignez	craignez
1235	collectif	collectif	,	,
1236	,	,	je	je
1237	N	N	le	le
1238	’	’	vois	vois
1239	est	est	bien	bien
1240	le	le	,	,
1241	plus	plus	que	que
1242	beau	beau	je	je
1243	superlatif	superlatif	ne	ne
1244	,	,	méprise	méprise
1245	Et	Et	votre	votre
1246	le	le	pauvreté	pauvreté
1247	coup	coup	,	,
1248	le	le	mais	mais
1249	plus	plus	quand	quand
1250	sensitif	sensitif	il	il
1251	Dont	Dont	plaira	plaira
1252	homme	homme	à	à
1253	soit	soit	cette	cette
1254	mémoratif	mémoratif	épée	épée
1255	.	.	,	,
1256	Je	Je	elle	elle
1257	jure	jure	fera	fera
1258	par	par	,	,
1259	mon	mon	de	de
1260	jour	jour	l	l
1261	natif	natif	’	’
1262	Que	Que	Amérique	Amérique
1263	je	je	et	et
1264	veux	veux	de	de
1265	pour	pour	la	la
1266	ce	ce	Chine	Chine
1267	seul	seul	,	,
1268	motif	motif	une	une
1269	Qu	Qu	basse	basse
1270	’	’	-	-
1271	un	un	cour	cour
1272	sale	sale	de	de
1273	et	et	maison	maison
1274	sanglant	sanglant	.	.
1275	vomitif	vomitif	Granger	Granger
1276	Surmontant	Surmontant	Ô	Ô
1277	tout	tout	Microcosme	Microcosme
1278	confortatif	confortatif	de	de
1279	,	,	visions	visions
1280	Tout	Tout	fanatiques	fanatiques
1281	lénitif	lénitif	!	!
1282	,	,	Loin	Loin
1283	tout	tout	donc	donc
1284	restrictif	restrictif	d	d
1285	,	,	’	’
1286	Et	Et	ici	ici
1287	tout	tout	,	,
1288	bon	bon	si	si
1289	corroboratif	corroboratif	vous	vous
1290	.	.	ne	ne
1291	Soit	Soit	voulez	voulez
1292	le	le	que	que
1293	châtiment	châtiment	je	je
1294	primitif	primitif	mette	mette
1295	Et	Et	en	en
1296	l	l	usage	usage
1297	’	’	,	,
1298	effroyable	effroyable	pour	pour
1299	exprimitif	exprimitif	vous	vous
1300	D	D	punir	punir
1301	’	’	,	,
1302	un	un	toutes	toutes
1303	discours	discours	les	les
1304	qui	qui	règles	règles
1305	serait	serait	de	de
1306	fautif	fautif	l	l
1307	,	,	’	’
1308	Car	Car	Arithmétique	Arithmétique
1309	je	je	.	.
1310	n	n	Châteaufort	Châteaufort
1311	’	’	Et	Et
1312	ai	ai	moi	moi
1313	le	le	,	,
1314	bras	bras	chétif	chétif
1315	si	si	Excommunié	Excommunié
1316	chétif	chétif	,	,
1317	,	,	j	j
1318	Ni	Ni	’	’
1319	vous	vous	aurais	aurais
1320	le	le	déjà	déjà
1321	talon	talon	fait	fait
1322	si	si	sortir	sortir
1323	fuitif	fuitif	ton	ton
1324	,	,	âme	âme
1325	Que	Que	par	par
1326	vous	vous	cent	cent
1327	ne	ne	plaies	plaies
1328	fussiez	fussiez	,	,
1329	portatif	portatif	sans	sans
1330	D	D	la	la
1331	’	’	dignité	dignité
1332	un	un	de	de
1333	coup	coup	mon	mon
1334	bien	bien	Être	Être
1335	significatif	significatif	,	,
1336	.	.	qui	qui
1337	Ô	Ô	me	me
1338	visage	visage	défend	défend
1339	!	!	d	d
1340	ô	ô	’	’
1341	portrait	portrait	ôter	ôter
1342	naïf	naïf	la	la
1343	!	!	vie	vie
1344	Ô	Ô	à	à
1345	souverain	souverain	quelque	quelque
1346	expéditif	expéditif	chose	chose
1347	Pour	Pour	de	de
1348	guérir	guérir	moindre	moindre
1349	tout	tout	qu	qu
1350	sexe	sexe	’	’
1351	lascif	lascif	un	un
1352	D	D	Géant	Géant
1353	’	’	.	.
1354	amour	amour	Granger	Granger
1355	naissant	naissant	Pardonnez	Pardonnez
1356	ou	ou	,	,
1357	effectif	effectif	grand	grand
1358	,	,	Prince	Prince
1359	Genre	Genre	,	,
1360	neutre	neutre	à	à
1361	,	,	mon	mon
1362	genre	genre	peu	peu
1363	métif	métif	de	de
1364	,	,	foi	foi
1365	Qui	Qui	.	.
1366	n	n	Protégez	Protégez
1367	’	’	-	-
1368	êtes	êtes	moi	moi
1369	homme	homme	seulement	seulement
1370	qu	qu	contre	contre
1371	’	’	je	je
1372	abstractif	abstractif	ne	ne
1373	,	,	sais	sais
1374	Grâce	Grâce	quel	quel
1375	à	à	Gentillâtre	Gentillâtre
1376	votre	votre	qui	qui
1377	copulatif	copulatif	a	a
1378	Qu	Qu	bien	bien
1379	’	’	l	l
1380	a	a	’	’
1381	rendu	rendu	insolence	insolence
1382	fort	fort	de	de
1383	imperfectif	imperfectif	marcher	marcher
1384	Le	Le	sur	sur
1385	cruel	cruel	vos	vos
1386	tranchant	tranchant	brisées	brisées
1387	d	d	et…	et…
1388	’	’	Châteaufort	Châteaufort
1389	un	un	Ne	Ne
1390	canif	canif	vous	vous
1391	;	;	expliquez	expliquez
1392	Si	Si	pas	pas
1393	pour	pour	!	!
1394	soudre	soudre	Un	Un
1395	ce	ce	mortel	mortel
1396	Logogrif	Logogrif	aura	aura
1397	Vous	Vous	donc	donc
1398	avez	avez	eu	eu
1399	l	l	la	la
1400	’	’	témérité	témérité
1401	esprit	esprit	de	de
1402	trop	trop	se	se
1403	tardif	tardif	chauffer	chauffer
1404	,	,	au	au
1405	À	À	même	même
1406	ces	ces	feu	feu
1407	mots	mots	que	que
1408	soyez	soyez	moi	moi
1409	attentif	attentif	?	?
1410	:	:	Je	Je
1411	Je	Je	m	m
1412	fais	fais	’	’
1413	vœu	vœu	en	en
1414	de	de	vais	vais
1415	me	me	songer	songer
1416	faire	faire	au	au
1417	Juif	Juif	genre	genre
1418	,	,	de	de
1419	Au	Au	mort	mort
1420	lieu	lieu	dont	dont
1421	d	d	nous	nous
1422	’	’	exterminerons	exterminerons
1423	eau	eau	ce	ce
1424	de	de	Pygmée	Pygmée
1425	boire	boire	qui	qui
1426	du	du	veut	veut
1427	suif	suif	faire	faire
1428	,	,	le	le
1429	D	D	Colosse	Colosse
1430	’	’	.	.
1431	être	être	Scène	Scène
1432	mieux	mieux	2	2
1433	damné	damné	Granger	Granger
1434	que	que	,	,
1435	Caïf	Caïf	seul	seul
1436	,	,	.	.
1437	D	D	Eh	Eh
1438	’	’	bien	bien
1439	aller	aller	,	,
1440	à	à	ne	ne
1441	pied	pied	voilà	voilà
1442	voir	voir	-	-
1443	le	le	t	t
1444	Chérif	Chérif	-	-
1445	,	,	il	il
1446	De	De	pas	pas
1447	me	me	une	une
1448	rendre	rendre	digue	digue
1449	à	à	que	que
1450	Tunis	Tunis	je	je
1451	captif	captif	viens	viens
1452	,	,	d	d
1453	D	D	’	’
1454	’	’	opposer	opposer
1455	être	être	aux	aux
1456	berné	berné	terreurs	terreurs
1457	comme	comme	que	que
1458	escogrif	escogrif	me	me
1459	,	,	donne	donne
1460	D	D	tous	tous
1461	’	’	les	les
1462	être	être	jours	jours
1463	plus	plus	Monsieur	Monsieur
1464	maudit	maudit	de	de
1465	qu	qu	la	la
1466	’	’	Tremblaye	Tremblaye
1467	un	un	?	?
1468	Tarif	Tarif	Car	Car
1469	,	,	,	,
1470	De	De	La	La
1471	devenir	devenir	Tremblaye	Tremblaye
1472	ladre	ladre	à	à
1473	et	et	cause	cause
1474	poussif	poussif	de	de
1475	,	,	Châteaufort	Châteaufort
1476	Bref	Bref	,	,
1477	par	par	Châteaufort	Châteaufort
1478	les	les	à	à
1479	mains	mains	cause	cause
1480	d	d	de	de
1481	’	’	La	La
1482	un	un	Tremblaye	Tremblaye
1483	sort	sort	,	,
1484	hâtif	hâtif	désisteront	désisteront
1485	Couronné	Couronné	tous	tous
1486	de	de	deux	deux
1487	Cyprès	Cyprès	de	de
1488	et	et	la	la
1489	d	d	poursuite	poursuite
1490	’	’	de	de
1491	If	If	ma	ma
1492	,	,	Fille	Fille
1493	Passer	Passer	.	.
1494	dans	dans	Scène	Scène
1495	le	le	3	3
1496	mortel	mortel	Granger	Granger
1497	Esquif	Esquif	,	,
1498	Au	Au	puis	puis
1499	pays	pays	Paquier	Paquier
1500	où	où	.	.
1501	l	l	Granger	Granger
1502	’	’	Me	Me
1503	on	on	voici	voici
1504	est	est	cependant	cependant
1505	oisif	oisif	embarqué	embarqué
1506	:	:	sur	sur
1507	Si	Si	une	une
1508	jamais	jamais	mer	mer
1509	je	je	où	où
1510	deviens	deviens	la	la
1511	rétif	rétif	moitié	moitié
1512	À	À	du	du
1513	l	l	monde	monde
1514	’	’	fait	fait
1515	agréable	agréable	naufrage	naufrage
1516	exécutif	exécutif	.	.
1517	Du	Du	C	C
1518	vœu	vœu	’	’
1519	dont	dont	est	est
1520	je	je	l	l
1521	suis	suis	’	’
1522	l	l	amour	amour
1523	’	’	chez	chez
1524	inventif	inventif	moi	moi
1525	;	;	,	,
1526	Et	Et	l	l
1527	duquel	duquel	’	’
1528	le	le	amour	amour
1529	préparatif	préparatif	dehors	dehors
1530	Est	Est	,	,
1531	,	,	l	l
1532	beau	beau	’	’
1533	Sire	Sire	amour	amour
1534	,	,	partout	partout
1535	un	un	.	.
1536	bâton	bâton	Je	Je
1537	massif	massif	n	n
1538	,	,	’	’
1539	Qui	Qui	ai	ai
1540	sera	sera	qu	qu
1541	le	le	’	’
1542	dissolutif	dissolutif	une	une
1543	De	De	fille	fille
1544	votre	votre	à	à
1545	demi	demi	marier	marier
1546	-	-	et	et
1547	substantif	substantif	j	j
1548	;	;	’	’
1549	Car	Car	ai	ai
1550	c	c	trois	trois
1551	’	’	gendres	gendres
1552	est	est	prétendus	prétendus
1553	mon	mon	;	;
1554	vouloir	vouloir	l	l
1555	décisif	décisif	’	’
1556	,	,	un	un
1557	Et	Et	se	se
1558	mon	mon	dit	dit
1559	testament	testament	riche	riche
1560	,	,	,	,
1561	mort	mort	mais	mais
1562	,	,	je	je
1563	ou	ou	ne	ne
1564	vif	vif	sais	sais
1565	.	.	;	;
1566	Mais	Mais	l	l
1567	vous	vous	’	’
1568	parler	parler	autre	autre
1569	ainsi	ainsi	gentilhomme	gentilhomme
1570	,	,	,	,
1571	c	c	mais	mais
1572	’	’	il	il
1573	est	est	mange	mange
1574	vous	vous	beaucoup	beaucoup
1575	donner	donner	.	.
1576	à	à	Ô	Ô
1577	soudre	soudre	nature	nature
1578	les	les	,	,
1579	emblèmes	emblèmes	vous	vous
1580	d	d	croiriez	croiriez
1581	’	’	vous	vous
1582	un	un	être	être
1583	sphinx	sphinx	mise	mise
1584	;	;	en	en
1585	c	c	frais	frais
1586	’	’	,	,
1587	est	est	si	si
1588	perdre	perdre	vous	vous
1589	son	son	aviez	aviez
1590	huile	huile	fagoté	fagoté
1591	et	et	tant	tant
1592	son	son	seulement	seulement
1593	temps	temps	deux	deux
1594	;	;	belles	belles
1595	c	c	qualités	qualités
1596	’	’	en	en
1597	est	est	un	un
1598	écrire	écrire	individu	individu
1599	sur	sur	!	!
1600	la	la	(	(
1601	Mer	Mer	Apercevant	Apercevant
1602	,	,	Paquier	Paquier
1603	bâtir	bâtir	.	.
1604	sur	sur	)	)
1605	l	l	Ah	Ah
1606	’	’	!	!
1607	Arène	Arène	Pierre	Pierre
1608	et	et	Paquier	Paquier
1609	fonder	fonder	,	,
1610	sur	sur	le	le
1611	le	le	monde	monde
1612	Vent	Vent	s	s
1613	.	.	’	’
1614	Enfin	Enfin	en	en
1615	je	je	va	va
1616	connais	connais	renverser	renverser
1617	que	que	!	!
1618	si	si	Paquier	Paquier
1619	vous	vous	Tant	Tant
1620	avez	avez	mieux	mieux
1621	quelque	quelque	:	:
1622	teinture	teinture	car	car
1623	des	des	autrefois	autrefois
1624	Lettres	Lettres	j	j
1625	,	,	’	’
1626	ce	ce	entendais	entendais
1627	n	n	dire	dire
1628	’	’	la	la
1629	est	est	même	même
1630	pas	pas	chose	chose
1631	de	de	,	,
1632	celle	celle	que	que
1633	des	des	tout	tout
1634	Gobelins	Gobelins	était	était
1635	,	,	renversé	renversé
1636	car	car	.	.
1637	par	par	Or	Or
1638	Jupiter	Jupiter	,	,
1639	Ammon	Ammon	si	si
1640	,	,	l	l
1641	vous	vous	’	’
1642	êtes	êtes	on	on
1643	un	un	renverse	renverse
1644	ignorant	ignorant	aujourd	aujourd
1645	.	.	’	’
1646	Châteaufort	Châteaufort	hui	hui
1647	De	De	ce	ce
1648	lettres	lettres	qui	qui
1649	!	!	était	était
1650	ah	ah	renversé	renversé
1651	!	!	,	,
1652	que	que	c	c
1653	me	me	’	’
1654	dites	dites	est	est
1655	-	-	le	le
1656	vous	vous	remettre	remettre
1657	?	?	en	en
1658	des	des	son	son
1659	âmes	âmes	sens	sens
1660	de	de	.	.
1661	terre	terre	Granger	Granger
1662	et	et	Fortune	Fortune
1663	de	de	,	,
1664	boue	boue	ne	ne
1665	pourraient	pourraient	me	me
1666	s	s	regarderas	regarderas
1667	’	’	-	-
1668	amuser	amuser	tu	tu
1669	à	à	jamais	jamais
1670	ces	ces	qu	qu
1671	vétilles	vétilles	’	’
1672	;	;	en	en
1673	mais	mais	rechignant	rechignant
1674	pour	pour	?	?
1675	moi	moi	Jamais	Jamais
1676	je	je	ne	ne
1677	n	n	riras	riras
1678	’	’	-	-
1679	écris	écris	tu	tu
1680	que	que	pour	pour
1681	sur	sur	moi	moi
1682	les	les	?	?
1683	corps	corps	Paquier	Paquier
1684	humains	humains	Ne	Ne
1685	.	.	savez	savez
1686	Granger	Granger	-	-
1687	Je	Je	vous	vous
1688	le	le	pas	pas
1689	vois	vois	qu	qu
1690	bien	bien	’	’
1691	.	.	elle	elle
1692	C	C	est	est
1693	’	’	sur	sur
1694	est	est	une	une
1695	peut	peut	roue	roue
1696	-	-	,	,
1697	être	être	demoiselle	demoiselle
1698	ce	ce	Fortune	Fortune
1699	qui	qui	?	?
1700	vous	vous	Elle	Elle
1701	donne	donne	serait	serait
1702	envie	envie	bien	bien
1703	d	d	ladre	ladre
1704	’	’	d	d
1705	appuyer	appuyer	’	’
1706	votre	votre	avoir	avoir
1707	plume	plume	envie	envie
1708	charnelle	charnelle	de	de
1709	sur	sur	rire	rire
1710	le	le	.	.
1711	parchemin	parchemin	Granger	Granger
1712	vierge	vierge	Mais	Mais
1713	de	de	ce	ce
1714	ma	ma	n	n
1715	fille	fille	’	’
1716	.	.	est	est
1717	Elle	Elle	pas	pas
1718	n	n	là	là
1719	’	’	ma	ma
1720	en	en	plus	plus
1721	serait	serait	grande	grande
1722	pas	pas	plaie	plaie
1723	contristée	contristée	:	:
1724	,	,	j	j
1725	la	la	’	’
1726	pauvrette	pauvrette	aime	aime
1727	;	;	,	,
1728	car	car	et	et
1729	une	une	mon	mon
1730	femme	femme	fils	fils
1731	aujourd	aujourd	est	est
1732	’	’	mon	mon
1733	hui	hui	rival	rival
1734	aime	aime	.	.
1735	mieux	mieux	Ah	Ah
1736	les	les	!	!
1737	bêtes	bêtes	c	c
1738	que	que	’	’
1739	les	les	en	en
1740	hommes	hommes	est	est
1741	,	,	fait	fait
1742	suivant	suivant	,	,
1743	la	la	je	je
1744	règle	règle	vais	vais
1745	«	«	me	me
1746	as	as	pendre	pendre
1747	petit	petit	!	!
1748	haec	haec	Paquier	Paquier
1749	»	»	Là	Là
1750	.	.	,	,
1751	Vous	Vous	Là	Là
1752	aspirez	aspirez	,	,
1753	aussi	aussi	espérez	espérez
1754	bien	bien	en	en
1755	qu	qu	Dieu	Dieu
1756	’	’	;	;
1757	Hercule	Hercule	il	il
1758	à	à	vous	vous
1759	ses	ses	assistera	assistera
1760	Colonnes	Colonnes	.	.
1761	ivoirines	ivoirines	Il	Il
1762	;	;	assiste	assiste
1763	mais	mais	bien	bien
1764	l	l	les	les
1765	’	’	Allemands	Allemands
1766	orifice	orifice	qui	qui
1767	,	,	ne	ne
1768	l	l	sont	sont
1769	’	’	pas	pas
1770	orée	orée	de	de
1771	,	,	ce	ce
1772	et	et	pays	pays
1773	l	l	-	-
1774	’	’	ci	ci
1775	ourlet	ourlet	.	.
1776	de	de	Granger	Granger
1777	ses	ses	Si	Si
1778	guêtres	guêtres	je	je
1779	,	,	l	l
1780	est	est	’	’
1781	pour	pour	envoyais	envoyais
1782	vous	vous	à	à
1783	un	un	Venise	Venise
1784	«	«	?	?
1785	ne	ne	«	«
1786	plus	plus	Haud	Haud
1787	ultra	ultra	dubie	dubie
1788	»	»	»	»
1789	.	.	c	c
1790	Premièrement	Premièrement	’	’
1791	à	à	est	est
1792	cause	cause	le	le
1793	que	que	meilleur	meilleur
1794	vous	vous	.	.
1795	êtes	êtes	C	C
1796	Veuf	Veuf	’	’
1797	d	d	est	est
1798	’	’	le	le
1799	une	une	meilleur	meilleur
1800	pucelle	pucelle	?	?
1801	qui	qui	Oh	Oh
1802	vous	vous	,	,
1803	fit	fit	oui	oui
1804	faire	faire	,	,
1805	plus	plus	sans	sans
1806	de	de	doute	doute
1807	chemin	chemin	.	.
1808	en	en	Bien	Bien
1809	deux	deux	donc	donc
1810	jours	jours	?	?
1811	que	que	Dès	Dès
1812	le	le	demain	demain
1813	Soleil	Soleil	je	je
1814	n	n	le	le
1815	’	’	mettrai	mettrai
1816	en	en	sur	sur
1817	fait	fait	mer	mer
1818	en	en	.	.
1819	huit	huit	Paquier	Paquier
1820	mois	mois	!	!
1821	dans	dans	Va	Va
1822	le	le	-	-
1823	Zodiaque	Zodiaque	t	t
1824	;	;	-	-
1825	vous	vous	en	en
1826	courâtes	courâtes	dire	dire
1827	de	de	à	à
1828	la	la	Charlot	Charlot
1829	Vierge	Vierge	Granger	Granger
1830	au	au	qu	qu
1831	Chancre	Chancre	’	’
1832	en	en	il	il
1833	moins	moins	avole	avole
1834	de	de	subitement	subitement
1835	vingt	vingt	ici	ici
1836	-	-	.	.
1837	quatre	quatre	S	S
1838	heures	heures	’	’
1839	,	,	il	il
1840	d	d	veut	veut
1841	’	’	savoir	savoir
1842	où	où	qui	qui
1843	vous	vous	le	le
1844	entrâtes	entrâtes	demande	demande
1845	au	au	,	,
1846	Verseau	Verseau	dis	dis
1847	sans	sans	-	-
1848	avoir	avoir	lui	lui
1849	vu	vu	que	que
1850	d	d	c	c
1851	’	’	’	’
1852	autre	autre	est	est
1853	Signe	Signe	moi	moi
1854	en	en	;	;
1855	passant	passant	et…	et…
1856	que	que	écoute	écoute
1857	celui	celui	,	,
1858	du	du	Paquier	Paquier
1859	Capricorne	Capricorne	,	,
1860	.	.	je	je
1861	La	La	me	me
1862	seconde	seconde	veux	veux
1863	objection	objection	divertir	divertir
1864	que	que	de	de
1865	je	je	ces	ces
1866	fais	fais	pensées	pensées
1867	,	,	mélancoliques	mélancoliques
1868	est	est	;	;
1869	que	que	va	va
1870	vous	vous	-	-
1871	êtes	êtes	t	t
1872	Normand	Normand	-	-
1873	;	;	en	en
1874	Normandie	Normandie	au	au
1875	«	«	logis	logis
1876	quasi	quasi	de	de
1877	»	»	ma	ma
1878	venue	venue	toute	toute
1879	du	du	belle	belle
1880	Nord	Nord	navre	navre
1881	pour	pour	-	-
1882	mendier	mendier	cœur	cœur
1883	.	.	;	;
1884	De	De	parle	parle
1885	votre	votre	-	-
1886	nation	nation	lui	lui
1887	les	les	avantageusement	avantageusement
1888	serviteurs	serviteurs	de	de
1889	sont	sont	mon	mon
1890	traîtres	traîtres	amour	amour
1891	,	,	;	;
1892	les	les	surtout	surtout
1893	égaux	égaux	ne	ne
1894	insolents	insolents	l	l
1895	,	,	’	’
1896	et	et	entretiens	entretiens
1897	les	les	que	que
1898	maîtres	maîtres	de	de
1899	insupportables	insupportables	feux	feux
1900	.	.	,	,
1901	Jadis	Jadis	de	de
1902	le	le	charbons	charbons
1903	Blason	Blason	et	et
1904	de	de	de	de
1905	cette	cette	traits	traits
1906	Province	Province	.	.
1907	était	était	Va	Va
1908	trois	trois	vite	vite
1909	Faux	Faux	,	,
1910	,	,	et	et
1911	pour	pour	reviens	reviens
1912	montrer	montrer	m	m
1913	les	les	’	’
1914	trois	trois	apporter	apporter
1915	espèces	espèces	la	la
1916	de	de	réponse	réponse
1917	faux	faux	.	.
1918	qu	qu	Scène	Scène
1919	’	’	4	4
