	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
1014	que	que	l	l
1015	le	le	’	’
1016	Phénix	Phénix	amour	amour
1017	,	,	partout	partout
1018	d	d	.	.
1019	’	’	Je	Je
1020	être	être	n	n
1021	incapable	incapable	’	’
1022	d	d	ai	ai
1023	’	’	qu	qu
1024	engendrer	engendrer	’	’
1025	.	.	une	une
1026	Vous	Vous	fille	fille
1027	n	n	à	à
1028	’	’	marier	marier
1029	êtes	êtes	,	,
1030	ni	ni	et	et
1031	masculin	masculin	j	j
1032	,	,	’	’
1033	ni	ni	ai	ai
1034	féminin	féminin	trois	trois
1035	,	,	gendres	gendres
1036	mais	mais	prétendus	prétendus
1037	neutre	neutre	:	:
1038	:	:	ce	ce
1039	vous	vous	capitan	capitan
1040	avez	avez	,	,
1041	fait	fait	le	le
1042	de	de	laboureur	laboureur
1043	votre	votre	et	et
1044	Dactyle	Dactyle	Monsieur	Monsieur
1045	un	un	de	de
1046	Trochée	Trochée	La	La
1047	,	,	Tremblaye	Tremblaye
1048	c	c	.	.
1049	’	’	L	L
1050	est	est	’	’
1051	-	-	un	un
1052	à	à	se	se
1053	-	-	dit	dit
1054	dire	dire	brave	brave
1055	que	que	,	,
1056	,	,	je	je
1057	par	par	sais	sais
1058	la	la	le	le
1059	soustraction	soustraction	contraire	contraire
1060	d	d	;	;
1061	’	’	l	l
1062	une	une	’	’
1063	brève	brève	autre	autre
1064	,	,	riche	riche
1065	vous	vous	,	,
1066	vous	vous	mais	mais
1067	êtes	êtes	je	je
1068	rendu	rendu	ne	ne
1069	impotent	impotent	sais	sais
1070	à	à	;	;
1071	la	la	l	l
1072	propagation	propagation	’	’
1073	des	des	autre	autre
1074	individus	individus	gentilhomme	gentilhomme
1075	.	.	,	,
1076	Vous	Vous	mais	mais
1077	êtes	êtes	il	il
1078	de	de	mange	mange
1079	ceux	ceux	beaucoup	beaucoup
1080	dont	dont	.	.
1081	le	le	Ô	Ô
1082	sexe	sexe	!	!
1083	femelle	femelle	nature	nature
1084	Ne	Ne	vous	vous
1085	peut	peut	croiriez	croiriez
1086	ouïr	ouïr	-	-
1087	le	le	vous	vous
1088	nominatif	nominatif	être	être
1089	À	À	mise	mise
1090	cause	cause	en	en
1091	de	de	frais	frais
1092	leur	leur	,	,
1093	génitif	génitif	si	si
1094	,	,	vous	vous
1095	Et	Et	aviez	aviez
1096	souffre	souffre	fagoté	fagoté
1097	mieux	mieux	tant	tant
1098	le	le	seulement	seulement
1099	vocatif	vocatif	trois	trois
1100	De	De	belles	belles
1101	ceux	ceux	qualités	qualités
1102	qui	qui	en	en
1103	n	n	un	un
1104	’	’	individu	individu
1105	ont	ont	.	.
1106	point	point	Ha	Ha
1107	de	de	!	!
1108	datif	datif	Pierre	Pierre
1109	,	,	Paquier	Paquier
1110	Que	Que	,	,
1111	de	de	le	le
1112	ceux	ceux	monde	monde
1113	dont	dont	s	s
1114	l	l	’	’
1115	’	’	en	en
1116	accusatif	accusatif	va	va
1117	Apprend	Apprend	renverser	renverser
1118	qu	qu	.	.
1119	’	’	Paquier	Paquier
1120	ils	ils	Tant	Tant
1121	ont	ont	mieux	mieux
1122	un	un	,	,
1123	ablatif	ablatif	car	car
1124	.	.	autrefois	autrefois
1125	J	J	j	j
1126	’	’	’	’
1127	entends	entends	entendais	entendais
1128	que	que	dire	dire
1129	le	le	la	la
1130	diminutif	diminutif	même	même
1131	Qu	Qu	chose	chose
1132	’	’	,	,
1133	on	on	que	que
1134	fit	fit	tout	tout
1135	de	de	était	était
1136	vrai	vrai	renversé	renversé
1137	trop	trop	.	.
1138	excessif	excessif	Or	Or
1139	Sur	Sur	,	,
1140	votre	votre	si	si
1141	flasque	flasque	l	l
1142	génitif	génitif	’	’
1143	,	,	on	on
1144	Vous	Vous	renverse	renverse
1145	prohibe	prohibe	aujourd	aujourd
1146	le	le	’	’
1147	conjonctif	conjonctif	hui	hui
1148	.	.	ce	ce
1149	Donc	Donc	qui	qui
1150	,	,	était	était
1151	puisque	puisque	renversé	renversé
1152	vous	vous	,	,
1153	êtes	êtes	c	c
1154	passif	passif	’	’
1155	,	,	est	est
1156	Et	Et	le	le
1157	ne	ne	remettre	remettre
1158	pouvez	pouvez	en	en
1159	plus	plus	son	son
1160	être	être	sens	sens
1161	actif	actif	.	.
1162	,	,	Granger	Granger
1163	Témoin	Témoin	Mais	Mais
1164	le	le	ce	ce
1165	poil	poil	n	n
1166	indicatif	indicatif	’	’
1167	Qui	Qui	est	est
1168	m	m	pas	pas
1169	’	’	encore	encore
1170	en	en	là	là
1171	est	est	ma	ma
1172	fort	fort	plus	plus
1173	persuasif	persuasif	grande	grande
1174	,	,	plaie	plaie
1175	Je	Je	:	:
1176	vous	vous	j	j
1177	fais	fais	’	’
1178	un	un	aime	aime
1179	impératif	impératif	la	la
1180	De	De	sœur	sœur
1181	n	n	de	de
1182	’	’	La	La
1183	avoir	avoir	Tremblaye	Tremblaye
1184	jamais	jamais	,	,
1185	d	d	et	et
1186	’	’	mon	mon
1187	optatif	optatif	fils	fils
1188	Pour	Pour	est	est
1189	aucun	aucun	mon	mon
1190	genre	genre	rival	rival
1191	subjonctif	subjonctif	.	.
1192	.	.	Depuis	Depuis
1193	De	De	le	le
1194	«	«	jour	jour
1195	nunc	nunc	que	que
1196	»	»	cette	cette
1197	jusqu	jusqu	furieuse	furieuse
1198	’	’	pensée	pensée
1199	à	à	a	a
1200	l	l	pris	pris
1201	’	’	gîte	gîte
1202	infinitif	infinitif	au	au
1203	,	,	ventricule	ventricule
1204	Ou	Ou	de	de
1205	je	je	mon	mon
1206	fais	fais	cerveau	cerveau
1207	sur	sur	,	,
1208	vous	vous	je	je
1209	l	l	ne	ne
1210	’	’	mange	mange
1211	adjectif	adjectif	pour	pour
1212	Du	Du	toute	toute
1213	plus	plus	viande	viande
1214	effrayant	effrayant	qu	qu
1215	positif	positif	’	’
1216	Qui	Qui	un	un
1217	jamais	jamais	«	«
1218	eut	eut	pænitet	pænitet
1219	comparatif	comparatif	tædet	tædet
1220	:	:	miseret	miseret
1221	Et	Et	»	»
1222	si	si	.	.
1223	ce	ce	Ha	Ha
1224	rude	rude	!	!
1225	partitif	partitif	c	c
1226	,	,	’	’
1227	Dont	Dont	en	en
1228	je	je	est	est
1229	serai	serai	fait	fait
1230	distributif	distributif	,	,
1231	Et	Et	je	je
1232	vous	vous	vais	vais
1233	le	le	me	me
1234	sujet	sujet	pendre	pendre
1235	collectif	collectif	.	.
1236	,	,	Paquier	Paquier
1237	N	N	Là	Là
1238	’	’	,	,
1239	est	est	là	là
1240	le	le	,	,
1241	plus	plus	espérez	espérez
1242	beau	beau	en	en
1243	superlatif	superlatif	Dieu	Dieu
1244	,	,	,	,
1245	Et	Et	il	il
1246	le	le	vous	vous
1247	coup	coup	assistera	assistera
1248	le	le	;	;
1249	plus	plus	il	il
1250	sensitif	sensitif	assiste	assiste
1251	Dont	Dont	bien	bien
1252	homme	homme	les	les
1253	soit	soit	allemands	allemands
1254	mémoratif	mémoratif	qui	qui
1255	.	.	ne	ne
1256	Je	Je	sont	sont
1257	jure	jure	point	point
1258	par	par	de	de
1259	mon	mon	ce	ce
1260	jour	jour	pays	pays
1261	natif	natif	-	-
1262	Que	Que	ci	ci
1263	je	je	.	.
1264	veux	veux	Granger	Granger
1265	pour	pour	Si	Si
1266	ce	ce	je	je
1267	seul	seul	l	l
1268	motif	motif	’	’
1269	Qu	Qu	envoyais	envoyais
1270	’	’	à	à
1271	un	un	Venise	Venise
1272	sale	sale	?	?
1273	et	et	«	«
1274	sanglant	sanglant	haud	haud
1275	vomitif	vomitif	dubie	dubie
1276	Surmontant	Surmontant	»	»
1277	tout	tout	,	,
1278	confortatif	confortatif	c	c
1279	,	,	’	’
1280	Tout	Tout	est	est
1281	lénitif	lénitif	le	le
1282	,	,	meilleur	meilleur
1283	tout	tout	.	.
1284	restrictif	restrictif	Oh	Oh
1285	,	,	!	!
1286	Et	Et	oui	oui
1287	tout	tout	sans	sans
1288	bon	bon	doute	doute
1289	corroboratif	corroboratif	.	.
1290	.	.	Bien	Bien
1291	Soit	Soit	donc	donc
1292	le	le	,	,
1293	châtiment	châtiment	dès	dès
1294	primitif	primitif	demain	demain
1295	Et	Et	,	,
1296	l	l	je	je
1297	’	’	le	le
1298	effroyable	effroyable	mettrai	mettrai
1299	exprimitif	exprimitif	sur	sur
1300	D	D	mer	mer
1301	’	’	.	.
1302	un	un	Paquier	Paquier
1303	discours	discours	Au	Au
1304	qui	qui	moins	moins
1305	serait	serait	,	,
1306	fautif	fautif	ne	ne
1307	,	,	le	le
1308	Car	Car	laissez	laissez
1309	je	je	pas	pas
1310	n	n	embarquer	embarquer
1311	’	’	sans	sans
1312	ai	ai	attacher	attacher
1313	le	le	sur	sur
1314	bras	bras	lui	lui
1315	si	si	de	de
1316	chétif	chétif	l	l
1317	,	,	’	’
1318	Ni	Ni	anis	anis
1319	vous	vous	à	à
1320	le	le	la	la
1321	talon	talon	Reine	Reine
1322	si	si	,	,
1323	fuitif	fuitif	car	car
1324	,	,	les	les
1325	Que	Que	médecins	médecins
1326	vous	vous	en	en
1327	ne	ne	ordonnent	ordonnent
1328	fussiez	fussiez	contre	contre
1329	portatif	portatif	les	les
1330	D	D	vents	vents
1331	’	’	.	.
1332	un	un	Granger	Granger
1333	coup	coup	Va	Va
1334	bien	bien	-	-
1335	significatif	significatif	t	t
1336	.	.	-	-
1337	Ô	Ô	en	en
1338	visage	visage	dire	dire
1339	!	!	à	à
1340	ô	ô	Charlot	Charlot
1341	portrait	portrait	Granger	Granger
1342	naïf	naïf	qu	qu
1343	!	!	’	’
1344	Ô	Ô	il	il
1345	souverain	souverain	avole	avole
1346	expéditif	expéditif	promptement	promptement
1347	Pour	Pour	ici	ici
1348	guérir	guérir	.	.
1349	tout	tout	S	S
1350	sexe	sexe	’	’
1351	lascif	lascif	il	il
1352	D	D	veut	veut
1353	’	’	savoir	savoir
1354	amour	amour	qui	qui
1355	naissant	naissant	le	le
1356	ou	ou	demande	demande
1357	effectif	effectif	,	,
1358	,	,	dis	dis
1359	Genre	Genre	lui	lui
1360	neutre	neutre	que	que
1361	,	,	c	c
1362	genre	genre	’	’
1363	métif	métif	est	est
1364	,	,	moi	moi
1365	Qui	Qui	.	.
1366	n	n	Scène	Scène
1367	’	’	3	3
1368	êtes	êtes	Granger	Granger
1369	homme	homme	,	,
1370	qu	qu	seul	seul
1371	’	’	d	d
1372	abstractif	abstractif	’	’
1373	,	,	abord	abord
1374	Grâce	Grâce	,	,
1375	à	à	puis	puis
1376	votre	votre	Charlot	Charlot
1377	copulatif	copulatif	et	et
1378	Qu	Qu	Paquier	Paquier
1379	’	’	.	.
1380	a	a	Granger	Granger
1381	rendu	rendu	,	,
1382	fort	fort	seul	seul
1383	imperfectif	imperfectif	.	.
1384	Le	Le	Donc	Donc
1385	cruel	cruel	séjonguant	séjonguant
1386	tranchant	tranchant	de	de
1387	d	d	nos	nos
1388	’	’	lares	lares
1389	un	un	ce	ce
1390	canif	canif	vorace	vorace
1391	;	;	absorbeur	absorbeur
1392	Si	Si	de	de
1393	pour	pour	biens	biens
1394	soudre	soudre	,	,
1395	ce	ce	chaque	chaque
1396	Logogrif	Logogrif	sol	sol
1397	Vous	Vous	de	de
1398	avez	avez	rente	rente
1399	l	l	que	que
1400	’	’	je	je
1401	esprit	esprit	soulais	soulais
1402	trop	trop	avoir	avoir
1403	tardif	tardif	deviendra	deviendra
1404	,	,	parisis	parisis
1405	À	À	;	;
1406	ces	ces	et	et
1407	mots	mots	le	le
1408	soyez	soyez	marteau	marteau
1409	attentif	attentif	de	de
1410	:	:	la	la
1411	Je	Je	jalousie	jalousie
1412	fais	fais	ne	ne
1413	vœu	vœu	sonnera	sonnera
1414	de	de	plus	plus
1415	me	me	les	les
1416	faire	faire	longues	longues
1417	Juif	Juif	heures	heures
1418	,	,	du	du
1419	Au	Au	désespoir	désespoir
1420	lieu	lieu	dans	dans
1421	d	d	le	le
1422	’	’	clocher	clocher
1423	eau	eau	de	de
1424	de	de	mon	mon
1425	boire	boire	âme	âme
1426	du	du	.	.
1427	suif	suif	(	(
1428	,	,	Voyant	Voyant
1429	D	D	entrer	entrer
1430	’	’	Charlot	Charlot
1431	être	être	.	.
1432	mieux	mieux	)	)
1433	damné	damné	Charlot	Charlot
1434	que	que	il	il
1435	Caïf	Caïf	faut	faut
1436	,	,	partir	partir
1437	D	D	.	.
1438	’	’	Songe	Songe
1439	aller	aller	à	à
1440	à	à	l	l
1441	pied	pied	’	’
1442	voir	voir	adieu	adieu
1443	le	le	dont	dont
1444	Chérif	Chérif	tu	tu
1445	,	,	prendras	prendras
1446	De	De	congé	congé
1447	me	me	des	des
1448	rendre	rendre	Dieux	Dieux
1449	à	à	Foyers	Foyers
1450	Tunis	Tunis	protecteurs	protecteurs
1451	captif	captif	du	du
1452	,	,	foyer	foyer
1453	D	D	paternel	paternel
1454	’	’	,	,
1455	être	être	car	car
1456	berné	berné	demain	demain
1457	comme	comme	l	l
1458	escogrif	escogrif	’	’
1459	,	,	aurore	aurore
1460	D	D	porte	porte
1461	’	’	-	-
1462	être	être	safran	safran
1463	plus	plus	ne	ne
1464	maudit	maudit	se	se
1465	qu	qu	sera	sera
1466	’	’	pas	pas
1467	un	un	plutôt	plutôt
1468	Tarif	Tarif	jetée	jetée
1469	,	,	des	des
1470	De	De	bras	bras
1471	devenir	devenir	de	de
1472	ladre	ladre	Tithon	Tithon
1473	et	et	dans	dans
1474	poussif	poussif	ceux	ceux
1475	,	,	de	de
1476	Bref	Bref	Céphale	Céphale
1477	par	par	qu	qu
1478	les	les	’	’
1479	mains	mains	il	il
1480	d	d	te	te
1481	’	’	faudra	faudra
1482	un	un	fier	fier
1483	sort	sort	à	à
1484	hâtif	hâtif	la	la
1485	Couronné	Couronné	discrétion	discrétion
1486	de	de	de	de
1487	Cyprès	Cyprès	Neptune	Neptune
1488	et	et	guide	guide
1489	d	d	-	-
1490	’	’	nefs	nefs
1491	If	If	.	.
1492	,	,	C	C
1493	Passer	Passer	’	’
1494	dans	dans	est	est
1495	le	le	à	à
1496	mortel	mortel	Venise	Venise
1497	Esquif	Esquif	que	que
1498	Au	Au	je	je
1499	pays	pays	t	t
1500	où	où	’	’
1501	l	l	envoie	envoie
1502	’	’	;	;
1503	on	on	«	«
1504	est	est	tuus	tuus
1505	oisif	oisif	enim	enim
1506	:	:	patruus	patruus
1507	Si	Si	»	»
1508	jamais	jamais	m	m
1509	je	je	’	’
1510	deviens	deviens	a	a
1511	rétif	rétif	mandé	mandé
1512	À	À	qu	qu
1513	l	l	’	’
1514	’	’	étant	étant
1515	agréable	agréable	orbe	orbe
1516	exécutif	exécutif	d	d
1517	Du	Du	’	’
1518	vœu	vœu	hoirs	hoirs
1519	dont	dont	mâles	mâles
1520	je	je	,	,
1521	suis	suis	il	il
1522	l	l	avait	avait
1523	’	’	besoin	besoin
1524	inventif	inventif	d	d
1525	;	;	’	’
1526	Et	Et	un	un
1527	duquel	duquel	personnage	personnage
1528	le	le	sur	sur
1529	préparatif	préparatif	la	la
1530	Est	Est	fidélité	fidélité
1531	,	,	duquel	duquel
1532	beau	beau	il	il
1533	Sire	Sire	put	put
1534	,	,	se	se
1535	un	un	reposer	reposer
1536	bâton	bâton	du	du
1537	massif	massif	maniement	maniement
1538	,	,	de	de
1539	Qui	Qui	ses	ses
1540	sera	sera	facultés	facultés
1541	le	le	.	.
1542	dissolutif	dissolutif	Puisque	Puisque
1543	De	De	donc	donc
1544	votre	votre	tu	tu
1545	demi	demi	n	n
1546	-	-	’	’
1547	substantif	substantif	as	as
1548	;	;	jamais	jamais
1549	Car	Car	voulu	voulu
1550	c	c	t	t
1551	’	’	’	’
1552	est	est	abreuver	abreuver
1553	mon	mon	aux	aux
1554	vouloir	vouloir	Marets	Marets
1555	décisif	décisif	fils	fils
1556	,	,	de	de
1557	Et	Et	l	l
1558	mon	mon	’	’
1559	testament	testament	ongle	ongle
1560	,	,	du	du
1561	mort	mort	cheval	cheval
1562	,	,	emplumé	emplumé
1563	ou	ou	,	,
1564	vif	vif	et	et
1565	.	.	que	que
1566	Mais	Mais	la	la
1567	vous	vous	lyrique	lyrique
1568	parler	parler	harmonie	harmonie
1569	ainsi	ainsi	du	du
1570	,	,	savant	savant
1571	c	c	meurtrier	meurtrier
1572	’	’	de	de
1573	est	est	Python	Python
1574	vous	vous	n	n
1575	donner	donner	’	’
1576	à	à	a	a
1577	soudre	soudre	jamais	jamais
1578	les	les	enflé	enflé
1579	emblèmes	emblèmes	ta	ta
1580	d	d	parole	parole
1581	’	’	,	,
1582	un	un	essaie	essaie
1583	sphinx	sphinx	si	si
1584	;	;	,	,
1585	c	c	dans	dans
1586	’	’	la	la
1587	est	est	marchandise	marchandise
1588	perdre	perdre	Mercure	Mercure
1589	son	son	aux	aux
1590	huile	huile	pieds	pieds
1591	et	et	ailés	ailés
1592	son	son	te	te
1593	temps	temps	prêtera	prêtera
1594	;	;	son	son
1595	c	c	caducée	caducée
1596	’	’	.	.
1597	est	est	Ainsi	Ainsi
1598	écrire	écrire	,	,
1599	sur	sur	le	le
1600	la	la	turbulent	turbulent
1601	Mer	Mer	Éole	Éole
1602	,	,	te	te
1603	bâtir	bâtir	soit	soit
1604	sur	sur	aussi	aussi
1605	l	l	affable	affable
1606	’	’	qu	qu
1607	Arène	Arène	’	’
1608	et	et	aux	aux
1609	fonder	fonder	pacifiques	pacifiques
1610	sur	sur	nids	nids
1611	le	le	des	des
1612	Vent	Vent	Alcyons	Alcyons
1613	.	.	.	.
1614	Enfin	Enfin	Enfin	Enfin
1615	je	je	,	,
1616	connais	connais	Charlot	Charlot
1617	que	que	,	,
1618	si	si	il	il
1619	vous	vous	faut	faut
1620	avez	avez	partir	partir
1621	quelque	quelque	.	.
1622	teinture	teinture	Charlot	Charlot
1623	des	des	Pour	Pour
1624	Lettres	Lettres	où	où
1625	,	,	aller	aller
1626	ce	ce	,	,
1627	n	n	mon	mon
1628	’	’	père	père
1629	est	est	?	?
1630	pas	pas	Granger	Granger
1631	de	de	À	À
1632	celle	celle	Venise	Venise
1633	des	des	mon	mon
1634	Gobelins	Gobelins	fils	fils
1635	,	,	.	.
1636	car	car	Charlot	Charlot
1637	par	par	Je	Je
1638	Jupiter	Jupiter	vois	vois
1639	Ammon	Ammon	bien	bien
1640	,	,	,	,
1641	vous	vous	Monsieur	Monsieur
1642	êtes	êtes	,	,
1643	un	un	que	que
1644	ignorant	ignorant	vous	vous
1645	.	.	voulez	voulez
1646	Châteaufort	Châteaufort	éprouver	éprouver
1647	De	De	si	si
1648	lettres	lettres	je	je
1649	!	!	serais	serais
1650	ah	ah	assez	assez
1651	!	!	lâche	lâche
1652	que	que	pour	pour
1653	me	me	vous	vous
1654	dites	dites	abandonner	abandonner
1655	-	-	,	,
1656	vous	vous	et	et
1657	?	?	par	par
1658	des	des	mon	mon
1659	âmes	âmes	absence	absence
1660	de	de	vous	vous
1661	terre	terre	arracher	arracher
1662	et	et	d	d
1663	de	de	’	’
1664	boue	boue	entre	entre
1665	pourraient	pourraient	les	les
1666	s	s	bras	bras
1667	’	’	un	un
1668	amuser	amuser	fils	fils
1669	à	à	unique	unique
1670	ces	ces	,	,
1671	vétilles	vétilles	mais	mais
1672	;	;	non	non
1673	mais	mais	,	,
1674	pour	pour	mon	mon
1675	moi	moi	père	père
1676	je	je	:	:
1677	n	n	si	si
1678	’	’	vos	vos
1679	écris	écris	tendresses	tendresses
1680	que	que	sont	sont
1681	sur	sur	assez	assez
1682	les	les	grandes	grandes
1683	corps	corps	pour	pour
1684	humains	humains	sacrifier	sacrifier
1685	.	.	votre	votre
1686	Granger	Granger	joie	joie
1687	Je	Je	à	à
1688	le	le	mon	mon
1689	vois	vois	avancement	avancement
1690	bien	bien	,	,
1691	.	.	mon	mon
1692	C	C	affection	affection
1693	’	’	est	est
1694	est	est	si	si
1695	peut	peut	forte	forte
1696	-	-	qu	qu
1697	être	être	’	’
1698	ce	ce	elle	elle
1699	qui	qui	m	m
1700	vous	vous	’	’
1701	donne	donne	empêchera	empêchera
1702	envie	envie	de	de
1703	d	d	vous	vous
1704	’	’	obéir	obéir
1705	appuyer	appuyer	:	:
1706	votre	votre	aussi	aussi
1707	plume	plume	quoique	quoique
1708	charnelle	charnelle	vous	vous
1709	sur	sur	puissiez	puissiez
1710	le	le	alléguer	alléguer
1711	parchemin	parchemin	,	,
1712	vierge	vierge	je	je
1713	de	de	demeurerai	demeurerai
1714	ma	ma	sans	sans
1715	fille	fille	cesse	cesse
1716	.	.	auprès	auprès
1717	Elle	Elle	de	de
1718	n	n	vous	vous
1719	’	’	et	et
1720	en	en	serai	serai
1721	serait	serait	votre	votre
1722	pas	pas	bâton	bâton
1723	contristée	contristée	de	de
1724	,	,	vieillesse	vieillesse
1725	la	la	.	.
1726	pauvrette	pauvrette	Granger	Granger
1727	;	;	Ce	Ce
1728	car	car	n	n
1729	une	une	’	’
1730	femme	femme	est	est
1731	aujourd	aujourd	pas	pas
1732	’	’	pour	pour
1733	hui	hui	prendre	prendre
1734	aime	aime	votre	votre
1735	mieux	mieux	avis	avis
1736	les	les	,	,
1737	bêtes	bêtes	mais	mais
1738	que	que	pour	pour
1739	les	les	vous	vous
1740	hommes	hommes	apprendre	apprendre
1741	,	,	ma	ma
1742	suivant	suivant	Volonté	Volonté
1743	la	la	que	que
1744	règle	règle	je	je
1745	«	«	vous	vous
1746	as	as	ai	ai
1747	petit	petit	fait	fait
1748	haec	haec	venir	venir
1749	»	»	.	.
1750	.	.	Donc	Donc
1751	Vous	Vous	,	,
1752	aspirez	aspirez	demain	demain
1753	aussi	aussi	,	,
1754	bien	bien	je	je
1755	qu	qu	vous	vous
1756	’	’	emmaillote	emmaillote
1757	Hercule	Hercule	dans	dans
1758	à	à	un	un
1759	ses	ses	vaisseau	vaisseau
1760	Colonnes	Colonnes	pendant	pendant
1761	ivoirines	ivoirines	que	que
1762	;	;	l	l
1763	mais	mais	’	’
1764	l	l	air	air
1765	’	’	est	est
1766	orifice	orifice	serein	serein
1767	,	,	;	;
1768	l	l	car	car
1769	’	’	;	;
1770	orée	orée	s	s
1771	,	,	’	’
1772	et	et	il	il
1773	l	l	venait	venait
1774	’	’	à	à
1775	ourlet	ourlet	nébulifier	nébulifier
1776	de	de	,	,
1777	ses	ses	nous	nous
1778	guêtres	guêtres	sommes	sommes
1779	,	,	menacés	menacés
1780	est	est	par	par
1781	pour	pour	les	les
1782	vous	vous	centuries	centuries
1783	un	un	de	de
1784	«	«	Nostradamus	Nostradamus
1785	ne	ne	d	d
1786	plus	plus	’	’
1787	ultra	ultra	un	un
1788	»	»	temps	temps
1789	.	.	fort	fort
1790	Premièrement	Premièrement	incommode	incommode
1791	à	à	à	à
1792	cause	cause	la	la
1793	que	que	navigation	navigation
1794	vous	vous	.	.
1795	êtes	êtes	Charlot	Charlot
1796	Veuf	Veuf	C	C
1797	d	d	’	’
1798	’	’	est	est
1799	une	une	donc	donc
1800	pucelle	pucelle	sérieusement	sérieusement
1801	qui	qui	que	que
1802	vous	vous	vous	vous
1803	fit	fit	ordonnez	ordonnez
1804	faire	faire	ce	ce
1805	plus	plus	voyage	voyage
1806	de	de	?	?
1807	chemin	chemin	Mais	Mais
1808	en	en	apprenez	apprenez
1809	deux	deux	que	que
1810	jours	jours	c	c
1811	que	que	’	’
1812	le	le	est	est
1813	Soleil	Soleil	ce	ce
1814	n	n	que	que
1815	’	’	je	je
1816	en	en	ne	ne
1817	fait	fait	puis	puis
1818	en	en	faire	faire
1819	huit	huit	,	,
1820	mois	mois	et	et
1821	dans	dans	ce	ce
1822	le	le	que	que
1823	Zodiaque	Zodiaque	je	je
1824	;	;	ne	ne
1825	vous	vous	ferai	ferai
1826	courâtes	courâtes	jamais	jamais
1827	de	de	.	.
1828	la	la	Moi	Moi
1829	Vierge	Vierge	!	!
1830	au	au	J	J
1831	Chancre	Chancre	’	’
1832	en	en	irais	irais
1833	moins	moins	à	à
1834	de	de	Venise	Venise
1835	vingt	vingt	?	?
1836	-	-	Et	Et
1837	quatre	quatre	j	j
1838	heures	heures	’	’
1839	,	,	abandonnerais	abandonnerais
1840	d	d	la	la
1841	’	’	chose	chose
1842	où	où	pour	pour
1843	vous	vous	laquelle	laquelle
1844	entrâtes	entrâtes	j	j
1845	au	au	’	’
1846	Verseau	Verseau	aime	aime
1847	sans	sans	le	le
1848	avoir	avoir	jour	jour
1849	vu	vu	?	?
1850	d	d	J	J
1851	’	’	’	’
1852	autre	autre	irai	irai
1853	Signe	Signe	plutôt	plutôt
1854	en	en	aux	aux
1855	passant	passant	enfers	enfers
1856	que	que	!	!
1857	celui	celui	Scène	Scène
1858	du	du	4	4
1859	Capricorne	Capricorne	Charlot	Charlot
1860	.	.	,	,
1861	La	La	Granger	Granger
1862	seconde	seconde	,	,
1863	objection	objection	Cuistres	Cuistres
1864	que	que	.	.
1865	je	je	Granger	Granger
1866	fais	fais	,	,
1867	,	,	se	se
1868	est	est	tournant	tournant
1869	que	que	vers	vers
1870	vous	vous	sa	sa
1871	êtes	êtes	maison	maison
1872	Normand	Normand	et	et
1873	;	;	appelant	appelant
1874	Normandie	Normandie	les	les
1875	«	«	cuistres	cuistres
1876	quasi	quasi	.	.
1877	»	»	Piliers	Piliers
1878	venue	venue	de	de
1879	du	du	classes	classes
1880	Nord	Nord	,	,
1881	pour	pour	tire	tire
1882	mendier	mendier	-	-
1883	.	.	gigots	gigots
1884	De	De	,	,
1885	votre	votre	ciseaux	ciseaux
1886	nation	nation	de	de
1887	les	les	portion	portion
1888	serviteurs	serviteurs	,	,
1889	sont	sont	exécuteurs	exécuteurs
1890	traîtres	traîtres	de	de
1891	,	,	justice	justice
1892	les	les	latine	latine
1893	égaux	égaux	«	«
1894	insolents	insolents	adeste	adeste
